Mean	log2FC	qv	pfam	bbh
Spis23075_1	0.294414814037768	-2.26355916626524	2.91495436790995e-15	-	-
Spis23139_1	0.177706753580627	-2.18717708116618	8.102130905027e-13	-	-
Spis24079_1	0.313836907423993	-2.72114552288058	4.25216132026505e-21	-	-
Spis24114_1	0.367460064704972	-1.97194005530197	1.21335892274653e-13	TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/TPR_8/CHAT/TPR_7/TPR_12/TPR_7/TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/TPR_7/TPR_12/TPR_12/CHAT/	tetratricopeptide_repeat_domain_28
Spis24497_1	0.540025093812044	-3.18289380444252	3.75857228642882e-34	-	sushi_von_Willebrand_factor_type_A_EGF_and_pentraxin_domain_containing_1
Spis24609_1	0.187020898159535	-1.56566153905756	4.27381878862352e-07	-	-
Spis247_1	0.285188419528756	-1.61189342859112	1.01183611639749e-08	Fibrinogen_C/Trefoil/fn3/fn3/fn3/fn3/fn3/fn3/fn3/fn3/fn3/fn3/fn3/fn3/fn3/fn3/fn3/fn3/fn3/fn3/fn3/fn3/REJ/	fibrinogen_like_2
Spis24891_1	0.230125255107234	-1.50602584976433	3.21250266526889e-07	-	-
Spis25360_1	0.449731709881188	-2.25983853781693	7.58774395097498e-19	-	G2_M_phase_specific_E3_ubiquitin_protein_ligase
Spis25606_1	0.134925498088994	-1.88694416162879	1.08945657129551e-09	-	-
Spis3707_1	127.728051710147	-1.75580828538296	0	-	-
Spis4939_1	0.888063065130791	-2.82855788996164	9.2402620643087e-42	Bacillus_HBL/	-
Spis4940_1	0.994487676640823	-3.72455070868604	9.91703399026715e-63	Peptidase_A17/DUF5641/Bacillus_HBL/	-
Spis629_1	0.119675824808123	-1.59983208506059	4.31421755181978e-07	-	-
Spis6689_1	1.5390361908378	-2.28361613485933	2.42698374164233e-49	-	-
Spis7287_1	0.27105565193236	-2.53826998529283	5.81180809545928e-18	-	-
Spis7630_1	2.30163550377478	-2.87409153473208	8.28308018641556e-96	-	-
Spis9289_1	0.251075105703898	-1.52657537938298	1.46473570606552e-07	Robl_LC7/	dynein_light_chain_roadblock_type_2
Spis9625_1	0.242965616879361	-1.89995739601185	1.09151703685464e-10	-	-
Spis9968_1	0.288802386791871	-1.37036294697724	7.73198996361688e-07	-	-
Spis_LOC111319373	0.17562054352795	-2.0206527069482	8.31365930646161e-11	NA	NA
Spis_LOC111319472	0.0987259742114592	-1.57265662851779	6.76507123274861e-07	NA	NA
Spis_LOC111319535	0.239674751072313	-1.8822973395888	1.84570535508694e-10	NA	NA
Spis_LOC111319661	0.132839288036317	-1.71045121188918	7.43968924028211e-08	NA	NA
Spis_LOC111320312	0.137334809597738	-1.59609296587853	5.08198124016451e-07	NA	NA
Spis_LOC111321387	0.651766929935423	-2.01747802591151	1.51935194202796e-20	NA	NA
Spis_LOC111321696	1.08257514802624	-1.43223954910457	9.53864792700018e-18	NA	NA
Spis_LOC111321719	0.16157552600145	-1.64162526740016	1.86340902381867e-07	NA	NA
Spis_LOC111322605	1.97005186149128	-3.00130520248885	9.97465723719003e-88	NA	NA
Spis_LOC111322926	0.525098521987239	-2.73830780727875	2.34051812197316e-27	NA	NA
Spis_LOC111323683	4.17117038363448	-3.71750676111125	1.31202521167049e-220	NA	NA
Spis_LOC111324632	0.789424840989228	-2.06688475482137	1.46020653329148e-24	NA	NA
Spis_LOC111324957	16.564183530306	-1.37571121298901	1.13021620160871e-218	NA	NA
Spis_LOC111325950	0.239674751072313	-1.8822973395888	1.84570535508694e-10	NA	NA
Spis_LOC111326456	0.222015766282698	-1.90179324227693	1.91162707397318e-10	NA	NA
Spis_LOC111326826	15.2503707514593	-6.54734107940785	0	NA	NA
Spis_LOC111327592	0.426224946459505	-1.1065132577907	5.97246700772481e-06	NA	NA
Spis_LOC111328152	0.821834897463855	-3.8705316785471	3.3172660004668e-57	NA	NA
Spis_LOC111328244	4.65459644861587	-1.41725441998221	3.41502089818692e-66	NA	NA
Spis_LOC111330475	0.408242860213823	-1.27099706329756	2.87431265548289e-07	NA	NA
Spis_LOC111330726	1.4659031901007	-2.74837517554851	1.27796581109787e-60	NA	NA
Spis_LOC111332764	0.441797721196444	-1.05699338914542	9.6836627018493e-06	NA	NA
Spis_LOC111332940	0.457753448635828	-2.9607670290516	2.75549490712112e-28	NA	NA
Spis_LOC111333052	39.7843211586792	-2.68755350555639	0	NA	NA
Spis_LOC111333153	0.106512361579928	-1.48002157113072	3.72969286095524e-06	NA	NA
Spis_LOC111334680	11.7096659705121	-1.23804733987725	1.93535009152237e-130	NA	NA
Spis_LOC111335206	0.599523928548608	-1.20298335707322	1.49096848898123e-08	NA	NA
Spis_LOC111335556	1.04229095411325	-1.01474857265914	7.08720145848669e-10	NA	NA
Spis_LOC111335975	0.331495892213608	-2.65869138071885	1.06315354430726e-20	NA	NA
Spis_LOC111336704	0.921442425973619	-4.28012849480837	4.4577326505245e-69	NA	NA
Spis_LOC111336961	0.900372872884198	-1.11996145309153	3.23736637865283e-10	NA	NA
Spis_LOC111337149	0.235825432423026	-1.34293686711254	6.1760698157975e-06	NA	NA
Spis_LOC111337340	0.247138036984715	-2.15959613276664	3.73205962744527e-13	NA	NA
Spis_LOC111339879	1.15124457962479	-4.02359939402549	3.31617468345452e-76	NA	NA
Spis_LOC111341899	0.442503775354957	-2.80324748912154	1.05243891847639e-25	NA	NA
Spis_LOC111342091	0.46345362595162	-2.76004531368386	1.02300750366891e-25	NA	NA
Spis_LOC111342283	0.242407164037124	-1.38182925123817	2.51455425167745e-06	NA	NA
Spis_LOC111342910	0.138216363896043	-1.91239206422678	6.22773480877788e-10	NA	NA
Spis_LOC111342973	0.875458054744834	-3.13888895102444	6.30237001396584e-47	NA	NA
Spis_LOC111343301	0.30437516152881	-1.2889251425731	2.73879929373876e-06	NA	NA
Spis_LOC111343461	0.309987588774706	-2.11315801325903	6.11027541098011e-14	NA	NA
Spis_LOC111344494	0.380858879319337	-2.83822327333408	2.69578130219111e-24	NA	NA
Spis_LOC111344741	4.2512401698646	-5.88351447399973	6.20115965935477e-311	NA	NA
Spis_LOC111344833	0.1217620348608	-1.78041118798489	1.06211731069439e-08	NA	NA
Spis_LOC111345354	3.11911842739415	-1.81909638107061	3.34698438220955e-67	NA	NA
Spis_LOC111345796	0.201389017142101	-1.54374800990762	3.44307750160305e-07	NA	NA
Spis_LOC111346130	0.903340637235179	-1.21728114315583	7.08210406823092e-12	NA	NA
Spis_XP_022777441_1	0.667427454742257	-1.43362261676883	3.61381238473097e-12	-	uncharacterized protein LOC111318839
Spis_XP_022777595_1	0.229802153651167	-1.82798183663463	9.12497719983951e-10	-	protein_tyrosine_phosphatase_receptor_type_D
Spis_XP_022777736_1	0.575753914917237	-1.99647823545917	1.78530939513889e-18	-	uncharacterized protein LOC111319181
Spis_XP_022777754_1	0.209733857352808	-2.08764053148096	8.09369217090735e-12	-	uncharacterized protein LOC111319203
Spis_XP_022777879_1	0.102016840018508	-1.60423115041539	3.69731667485687e-07	-	ribosome biogenesis protein ERB1-like, partial
Spis_XP_022778020_1	0.820658140533	-1.51357166813174	1.18854698143042e-15	EGF/	versican core protein-like
Spis_XP_022778131_1	0.42886960935442	-1.47511522128812	1.47679071741076e-09	Ig_2/	hemicentin_1
Spis_XP_022778472_1	0.247784239896849	-1.50824205868919	2.36550506843967e-07	N_Asn_amidohyd/	N_terminal_asparagine_amidase
Spis_XP_022778509_1	0.61603810883023	-3.05353582349765	2.41646908793032e-35	TIR_2/	toll_like_receptor_6
Spis_XP_022778944_1	1.7013735686448	-1.17282251352599	4.95167476559339e-19	MORN/MORN/	MORN_repeat_containing_1
Spis_XP_022779187_1	0.199861259931662	-2.02968819252942	2.47337583496076e-11	Rib_hydrolayse/	bone_marrow_stromal_cell_antigen_1
Spis_XP_022779322_1	0.172652779176968	-1.59007799438936	3.00776335822914e-07	Pkinase_Tyr/	fibroblast_growth_factor_receptor_1
Spis_XP_022779543_1	1.03679822936011	-2.73000223490596	5.55124141410259e-45	Trypsin/	serine_protease_23
Spis_XP_022779556_1	0.106512361579928	-1.48002157113072	3.72969286095524e-06	7tm_1/	adenosine_A2b_receptor
Spis_XP_022779584_1	0.195688839826309	-1.74395053982685	1.29164483787709e-08	CABIT/	uncharacterized protein LOC111321066
Spis_XP_022779667_1	0.614598101689687	-2.48276919434347	1.34525834118598e-26	zf-TRAF/	TNF_receptor_associated_factor_5
Spis_XP_022779730_1	0.141830331159158	-1.49013757156555	2.64039191104906e-06	Acyl-CoA_dh_N/Acyl-CoA_dh_1/FAD_binding_6/NAD_binding_1/	cytochrome_b5_reductase_3
Spis_XP_022779733_1	0.594765156777499	-3.42994645122721	3.75963229853522e-40	-	uncharacterized protein LOC111321187
Spis_XP_022779747_1	1.24367997125535	-1.21196603226935	2.84502094721059e-15	PP2C_2/	uncharacterized protein LOC111321197 isoform X4
Spis_XP_022779763_1	0.719582706059176	-2.93192038814043	2.21010028283259e-37	-	uncharacterized protein LOC111321206
Spis_XP_022779802_1	1.65918271841827	-2.86875531540613	2.14049235723643e-71	Lipase/	pancreatic_lipase_related_protein_1
Spis_XP_022779831_1	0.0888533767903133	-1.47356226264038	4.22015245659421e-06	zf-RING_UBOX/zf-B_box/Filamin/DUF5128/	tripartite_motif_containing_45
Spis_XP_022779883_1	0.73001375632256	-3.38570748977214	4.56735621459353e-45	-	LOW QUALITY PROTEIN: uncharacterized protein LOC111321303
Spis_XP_022779886_1	0.179234510791065	-1.63574135797042	1.09739749058059e-07	-	uncharacterized protein LOC111321305
Spis_XP_022779956_1	0.160370870247078	-1.77135134580775	2.02640745145206e-08	WD40/WD40/	autophagy_and_beclin_1_regulator_1
Spis_XP_022779971_1	0.486018983828619	-1.61265252843139	8.27101969417652e-12	-	uncharacterized protein LOC111321383 isoform X1
Spis_XP_022780037_1	2.05752102878809	-1.27801989424211	5.98877983762716e-26	EF-hand_7/EF-hand_7/	calmodulin_like_3
Spis_XP_022780098_1	0.451347217161523	-1.26017337775224	1.12422250701314e-07	-	autophagy_and_beclin_1_regulator_1
Spis_XP_022780135_1	0.590445135355871	-1.80778118327239	4.2369389646703e-16	SPRY/SOCS_box/	splA_ryanodine_receptor_domain_and_SOCS_box_containing_1
Spis_XP_022780139_1	0.571992346337847	-1.16412047378577	7.00676056107623e-08	Ets/	ETS_proto_oncogene_1_transcription_factor
Spis_XP_022780303_1	0.452053271320036	-3.19065440457287	2.67499946934056e-31	VWD/Laminin_G_2/VWD/VWD/VWD/VWD/Laminin_G_3/	stabilin_2
Spis_XP_022780307_1	1.52028819918723	-1.14701581546543	1.54720297635489e-16	ANF_receptor/Pkinase_Tyr/Guanylate_cyc/	natriuretic_peptide_receptor_1
Spis_XP_022780352_1	1.19757995113316	-2.28567659821284	7.46185528671278e-40	COMP/EGF_CA/EGF_CA/EGF/TSP_3/TSP_3/TSP_3/TSP_3/TSP_3/TSP_C/	thrombospondin_3
Spis_XP_022780383_1	0.742882016918205	-1.30115888226669	2.27559575579367e-11	bZIP_1/	cAMP_responsive_element_binding_protein_3_like_3
Spis_XP_022780423_1	0.418673910477207	-1.63350476476885	5.88513200178891e-11	DUF885/	uncharacterized protein LOC111321725
Spis_XP_022780503_1	0.248988895651221	-1.41970063290405	1.01478600767939e-06	Ion_trans/Ion_trans/Ion_trans/Ion_trans/GPHH/Ca_chan_IQ/	calcium_voltage_gated_channel_subunit_alpha1_S
Spis_XP_022780523_1	0.75877789311121	-1.15775485364943	1.53586529576583e-09	Smoothelin/Smoothelin/CH/	sperm_antigen_with_calponin_homology_and_coiled_coil_domains_1
Spis_XP_022780723_1	0.314806211792194	-1.75208082584125	1.41636487600913e-10	DBB/	phosphoinositide_3_kinase_adaptor_protein_1
Spis_XP_022780753_1	0.151702928580304	-1.56786884461847	9.42957464828567e-07	ILEI/ILEI/ILEI/	cell_migration_inducing_hyaluronidase_1
Spis_XP_022780762_1	0.314247758949956	-1.33772797951926	7.89048189293131e-07	-	uncharacterized protein LOC111321998 isoform X2
Spis_XP_022780770_1	0.125052900667848	-1.80779096776155	5.96004823127312e-09	SCP-1/	synaptonemal_complex_protein_1
Spis_XP_022780780_1	0.517958337530904	-2.30596442853026	1.89895926239698e-21	PAX/Homeodomain/	paired_box_3
Spis_XP_022780844_1	0.247784239896849	-1.50824205868919	2.36550506843967e-07	-	UPF0547 protein C16orf87 homolog isoform X1
Spis_XP_022780954_1	6.50750149930053	-2.15751157877306	6.13802683977816e-175	Transferrin/	melanotransferrin
Spis_XP_022781071_1	2.14863611577087	-1.07343881200018	3.77182108511013e-20	Cofilin_ADF/	coactosin_like_F_actin_binding_protein_1
Spis_XP_022781084_1	0.325883464967711	-1.71473173745927	2.71026683841484e-10	PAX/Homeodomain/	paired_box_3
Spis_XP_022781179_1	0.544197513917397	-3.43577648914552	4.15716057456428e-38	-	uncharacterized protein LOC111322356
Spis_XP_022781232_1	0.159489315948774	-1.49417231587574	2.2505765116991e-06	zf-C3HC4_2/LON_substr_bdg/	LON_peptidase_N_terminal_domain_and_ring_finger_3
Spis_XP_022781233_1	1.84858097566369	-1.3011245524036	3.55696748987143e-24	HSP70/HSP70/	heat_shock_protein_family_H_Hsp110_member_1
Spis_XP_022781315_1	1.21682654437959	-3.4780872906236	1.341229270288e-68	-	uncharacterized protein LOC111322477 isoform X1
Spis_XP_022781454_1	0.687966453812958	-2.10160459149242	1.0880256694322e-22	An_peroxidase/An_peroxidase/	peroxidasin
Spis_XP_022781499_1	0.230125255107234	-1.50602584976433	3.21250266526889e-07	7tm_1/	melanocortin_5_receptor
Spis_XP_022781515_1	0.203152125738711	-2.04926543894701	1.44168228197597e-11	-	uncharacterized protein LOC111322648
Spis_XP_022781520_1	0.393140788249227	-2.64477492545378	3.44168133443835e-22	Pkinase_Tyr/Pkinase_Tyr/	insulin_like_growth_factor_1_receptor
Spis_XP_022781527_1	0.51731213461877	-2.81143802215079	2.6625608695587e-28	Pkinase_Tyr/	fibroblast_growth_factor_receptor_2
Spis_XP_022781537_1	1.49466732688935	-1.59710705484914	6.54176204711845e-28	DEK_C/DSPc/	slingshot_protein_phosphatase_2
Spis_XP_022781606_1	0.430397366564859	-1.23831640250953	3.76990958700381e-07	I-set/I-set/	fibroblast_growth_factor_receptor_like_1
Spis_XP_022781621_1	0.749375998462406	-1.75764775290318	2.46520717469376e-18	I-set/Ig_3/Ig_3/TIR_2/	fibroblast_growth_factor_receptor_like_1
Spis_XP_022781669_1	0.950058961445994	-1.13380318462766	5.7827959229202e-11	Sprouty/	sprouty_RTK_signaling_antagonist_2
Spis_XP_022781741_1	0.579455632250249	-1.27828257435921	3.05916977019377e-09	CARD/	caspase_recruitment_domain_family_member_11
Spis_XP_022781828_1	0.991077108341017	-1.10231887503313	7.03634261714765e-11	Myosin_head/Myosin_TH1/SH3_9/	myosin_IE
Spis_XP_022781863_1	4.1085242308078	-2.66999009228076	4.05961893838741e-150	-	uncharacterized protein LOC111322909 isoform X1
Spis_XP_022781981_1	0.481611212337094	-1.05063309579045	7.04133589211611e-06	Pkinase/	SCY1_like_pseudokinase_2
Spis_XP_022782046_1	0.411769077407043	-1.82025828607959	5.71209784067108e-13	TNFR_c6/ZU5/Death/	unc_5_netrin_receptor_C
Spis_XP_022782102_1	0.879423022287534	-1.10561281988029	6.96961218962546e-10	ATG11/	RB1_inducible_coiled_coil_1
Spis_XP_022782119_1	0.431191170793268	-2.11811024113459	7.65861489684186e-17	EF-hand_7/EF-hand_7/	programmed_cell_death_6
Spis_XP_022782151_1	0.424286337723104	-2.35018422094712	2.55411706154187e-19	EF-hand_7/EF-hand_5/	probable calcium-binding protein CML25
Spis_XP_022782177_1	0.518369189056867	-1.43583822067472	2.72430621660164e-10	-	FYN_binding_protein_1
Spis_XP_022782222_1	1.49361027245126	-2.07166484233177	1.1232173786214e-41	HSP20/HSP20/HSP20/HSP20/	crystallin_alpha_B
Spis_XP_022782234_1	0.488340545267467	-2.22034401518311	2.12385122923744e-19	CUB/CUB/CUB/Ldl_recept_a/	tolloid_like_2
Spis_XP_022782675_1	0.238793196774008	-1.65927215701418	1.3993770568967e-08	Condensin2nSMC/	non_SMC_condensin_II_complex_subunit_G2
Spis_XP_022782711_1	2.60762617258393	-2.43271005558837	1.42812851462574e-86	-	uncharacterized protein LOC111323587
Spis_XP_022783023_1	0.137334809597738	-1.59609296587853	5.08198124016451e-07	ApoL/	apolipoprotein L2-like
Spis_XP_022783162_1	0.400456472845354	-1.30195174480503	2.05546763406981e-07	BTB_2/TLD/	potassium_channel_tetramerization_domain_containing_10
Spis_XP_022783199_1	0.439946862529938	-1.45369670140925	2.25545336515687e-09	-	uncharacterized protein LOC111323999
Spis_XP_022783240_1	0.244170272633733	-1.79547777647665	8.20915904965122e-10	PFL-like/	uncharacterized protein LOC111324026
Spis_XP_022783243_1	2.4585998593214	-5.29651020022045	5.25863614445256e-179	-	uncharacterized protein LOC111324028
Spis_XP_022783332_1	0.288479285335804	-1.62815966214328	6.22624050296789e-09	Death/	ankyrin_3
Spis_XP_022783421_1	4.68733366014591	-2.56304324705069	1.23132975513307e-161	fn3/Pkinase_Tyr/	TEK_receptor_tyrosine_kinase
Spis_XP_022783432_1	0.391465429722513	-1.39469536635246	2.80978159671798e-08	EGF/EGF/EGF/EGF/EGF/VWA/EGF_CA/VWA/hEGF/EGF/EGF_CA/VWA/EGF/VWA/EGF/EGF/EGF/EGF/VWA/EGF/hEGF/EGF/VWA/EGF/F5_F8_type_C/VWA/F5_F8_type_C/fn2/VWA/VWA/EGF/EGF/F5_F8_type_C/	matrilin_1
Spis_XP_022783459_1	1.27987949513289	-1.26656489907619	8.10324967488978e-17	Ank_2/Ank_2/Ank_4/Ank_2/Ank_4/Ank_2/Ank_2/Ion_trans/	transient_receptor_potential_cation_channel_subfamily_A_member_1
Spis_XP_022783470_1	0.564205958969377	-1.18549019985202	5.37399946006808e-08	HLH/Hairy_orange/	hes_family_bHLH_transcription_factor_1
Spis_XP_022783485_1	0.672158327689849	-1.76145178502313	4.35217775439317e-17	CENP-K/	centromere_protein_K
Spis_XP_022783492_1	0.282220655177774	-1.33609042739811	1.79803900402788e-06	TPR_8/	peroxisomal_biogenesis_factor_5
Spis_XP_022783498_1	0.503913320004405	-2.12013048744343	1.31857057012553e-18	F5_F8_type_C/	contactin_associated_protein_family_member_3
Spis_XP_022783570_1	1.17422078902775	-2.36330156144257	4.29736840576802e-41	Folate_rec/	folate_receptor_gamma
Spis_XP_022783642_1	1.02043165039477	-2.21682656399121	2.02897400789023e-33	-	uncharacterized protein LOC111324361
Spis_XP_022783679_1	3.88721451868361	-2.99056455910735	1.02898627641842e-163	-	uncharacterized protein LOC111324391
Spis_XP_022783810_1	0.305256715827115	-1.45264298589589	1.40263041261155e-07	-	uncharacterized protein LOC111324500
Spis_XP_022783831_1	0.233416120914282	-1.52534098747238	2.01354441193938e-07	RabGAP-TBC/WD40_2/	TBC1_domain_family_member_2B
Spis_XP_022783866_1	0.181643822299809	-1.41087772886623	6.17521803884719e-06	Rtf2/Pro_isomerase/	peptidylprolyl_isomerase_like_2
Spis_XP_022783902_1	0.341133138248583	-1.86619456959743	4.24475940721311e-12	Ion_trans/Ion_trans/	two_pore_segment_channel_1
Spis_XP_022784086_1	0.404864244336879	-2.02734018572892	4.68627579753479e-15	-	uncharacterized protein LOC111324726
Spis_XP_022784236_1	1.1624095828702	-3.16760394565357	1.76216184215804e-59	HH_signal/VWA/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Ig_3/Ig_3/EGF/SH2/	FAT_atypical_cadherin_4
Spis_XP_022784254_1	0.828532277971366	-1.11880487196177	1.11507891290728e-09	TORC_N/TORC_M/TORC_C/	CREB_regulated_transcription_coactivator_1
Spis_XP_022784314_1	6.77627159581625	-3.89848889992998	0	PG_binding_1/Peptidase_M10/Hemopexin/Hemopexin/Hemopexin/	matrix_metallopeptidase_3
Spis_XP_022784340_1	5.71608630552721	-5.39060295258356	0	Peptidase_M10/Hemopexin/Hemopexin/	matrix_metallopeptidase_25
Spis_XP_022784356_1	0.54260990546058	-1.45924287858505	7.75868954801622e-11	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/	zinc finger protein 76-like
Spis_XP_022784469_1	0.825065912024525	-1.91529374273713	1.57913426988851e-22	Ras/	ras_homolog_family_member_C
Spis_XP_022784478_1	0.918797763078704	-3.61303165039671	2.41556887725706e-57	HH_signal/Hint/	desert_hedgehog_signaling_molecule
Spis_XP_022784503_1	0.248988895651221	-1.41970063290405	1.01478600767939e-06	-	uncharacterized protein LOC111325060 isoform X1
Spis_XP_022784517_1	0.200184361387729	-1.65156983741587	5.50880735539823e-08	Lactamase_B_2/	N_acyl_phosphatidylethanolamine_phospholipase_D
Spis_XP_022784545_1	0.42261097919639	-1.26718696362511	1.88177889441122e-07	GPS/7tm_2/	adhesion_G_protein_coupled_receptor_L4
Spis_XP_022784549_1	0.33093743937137	-2.10084668882078	2.080258695495e-14	Helitron_like_N/PIF1/Herpes_Helicase/	PIF1_5_to_3_DNA_helicase
Spis_XP_022784550_1	0.308782933020334	-2.21416437959202	3.79244812860876e-15	-	uncharacterized protein LOC111325087 isoform X1
Spis_XP_022784720_1	2.9179368628147	-2.46204050846233	7.96881252204592e-98	TIMP/	uncharacterized protein LOC111325220 isoform X1
Spis_XP_022784728_1	21.0737105260033	-1.09883020700048	1.84559591745057e-191	PH/SH2/	SH3_domain_binding_protein_2
Spis_XP_022784820_1	0.181643822299809	-1.41087772886623	6.17521803884719e-06	MULE/	uncharacterized protein LOC111325288
Spis_XP_022784948_1	0.158284660194402	-1.61745635303008	3.21250266526889e-07	-	uncharacterized protein LOC111325408
Spis_XP_022785023_1	7.63955122972657	-1.31687077626272	6.87312097330973e-95	Ets/	SAM_pointed_domain_containing_ETS_transcription_factor
Spis_XP_022785033_1	0.504882624372606	-1.55740983530052	2.20462028100445e-11	-	uncharacterized protein LOC111325482 isoform X1
Spis_XP_022785129_1	0.219929556230021	-1.77154115820007	4.60468383268346e-09	BRICHOS/	uncharacterized protein LOC111325565
Spis_XP_022785130_1	0.187020898159535	-1.56566153905756	4.27381878862352e-07	BRICHOS/	uncharacterized protein LOC111325566
Spis_XP_022785132_1	0.705449938462781	-3.78451575920559	2.95564397464616e-50	Kazal_1/Kazal_2/Kazal_2/	follistatin
Spis_XP_022785148_1	0.43865445670567	-2.30877876874369	2.48490596569237e-19	-	uncharacterized protein LOC111325584
Spis_XP_022785188_1	0.134043943790689	-1.56922314246622	8.70532279641242e-07	SH2/	suppressor_of_cytokine_signaling_3
Spis_XP_022785297_1	0.183406930896419	-1.92760699147476	3.87159746869927e-10	-	uncharacterized protein LOC111325696
Spis_XP_022785432_1	2.68586894537172	-1.18695113677581	2.56777010467104e-29	UPA/	unc_5_netrin_receptor_C
Spis_XP_022785434_1	0.62376464495232	-1.22994739404254	4.65463814333568e-09	-	uncharacterized protein LOC111325807 isoform X2
Spis_XP_022785524_1	0.612687391776802	-1.2414079134048	3.53729307249344e-09	Aminotran_5/	alanine_glyoxylate_and_serine_pyruvate_aminotransferase
Spis_XP_022785536_1	2.26299471596564	-1.55998164871709	3.5751607910153e-39	RA/Myosin_head/Myosin_head/Myosin_head/IQ/IQ/IQ/IQ/C1_1/RhoGAP/	myosin_IXB
Spis_XP_022785594_1	0.353327297108576	-2.87157077678566	5.52085683439135e-24	Asp/	beta_secretase_2
Spis_XP_022785597_1	0.423815634950762	-1.21259775842932	8.16642181638256e-07	TatD_DNase/	TatD_DNase_domain_containing_1
Spis_XP_022785622_1	1.17369023500903	-1.0534776187629	1.43885529839473e-11	SH3_19/Myosin_head/PH/PH/MyTH4/FERM_M/	myosin_X
Spis_XP_022785648_1	0.978707449341231	-1.45528084516837	6.77916272761946e-17	Patatin/	patatin_like_phospholipase_domain_containing_2
Spis_XP_022785695_1	0.25251511284444	-2.31491098756016	4.52318516963906e-15	-	pathogen-related protein-like
Spis_XP_022785952_1	0.267529434739141	-1.61490213825578	1.35037872906035e-08	TIMP/	TIMP_metallopeptidase_inhibitor_2
Spis_XP_022786110_1	3.39297039713704	-5.09265649597682	7.42893058186684e-233	Insulin/	uncharacterized protein LOC111326394
Spis_XP_022786236_1	0.235825432423026	-1.34293686711254	6.1760698157975e-06	S8_pro-domain/	proprotein_convertase_subtilisin_kexin_type_5
Spis_XP_022786291_1	0.488575896653637	-2.93693161760433	5.36023743434343e-29	S8_pro-domain/Peptidase_S8/P_proprotein/	proprotein_convertase_subtilisin_kexin_type_5
Spis_XP_022786340_1	0.517722986144733	-1.77194123351868	3.18497417851401e-14	S8_pro-domain/Peptidase_S8/P_proprotein/	proprotein_convertase_subtilisin_kexin_type_5
Spis_XP_022786414_1	1.12438709914968	-1.75882178019565	1.67958592388682e-25	FAD_binding_3/	microtubule_associated_monooxygenase_calponin_and_LIM_domain_containing_3
Spis_XP_022786419_1	0.342102442616784	-1.17938292773923	7.38477374581855e-06	YqaJ/	uncharacterized protein LOC111326643
Spis_XP_022786432_1	1.0501371927281	-1.86446858301477	1.910635972587e-26	-	LOW QUALITY PROTEIN: putative uncharacterized protein DDB_G0282133
Spis_XP_022786437_1	0.345305558353936	-2.06354768768724	3.22137540760888e-14	-	uncharacterized protein LOC111326655
Spis_XP_022786498_1	0.633314140917399	-1.38686421443111	4.10455463588843e-11	-	uncharacterized protein LOC111326707
Spis_XP_022786499_1	0.628818619355978	-1.41919691142721	1.95577143288554e-11	Bcl-2/	uncharacterized protein LOC111326708
