Mean	log2FC	qv	pfam	bbh
Spis_XP_022777447_1	1.95041015474437	4.69284690771206	4.9014922799822e-136	-	uncharacterized protein LOC111318844
Spis_XP_022777863_1	1.76944448777955	2.94740439845524	2.13000302477672e-73	-	alkaline_phosphatase_biomineralization_associated
Spis_XP_022777933_1	11.3408770175887	1.18655143727912	1.12697607714839e-84	Actin/	actin_beta
Spis_XP_022777939_1	0.794502660617059	3.98050890094028	3.15494694760016e-59	BRICHOS/	uncharacterized protein LOC111319426
Spis_XP_022778054_1	0.168097406369169	1.50789875318276	3.97665784037023e-06	ADP_ribosyl_GH/	uncharacterized protein LOC111319574
Spis_XP_022778233_1	0.528122083985256	1.18896235656455	4.06218059919297e-06	-	uncharacterized protein LOC111319754
Spis_XP_022778389_1	2.28731507524056	1.18881028764023	1.14949976608059e-18	Ribosomal_L1/	ribosomal_protein_L10a
Spis_XP_022778610_1	0.819920133951626	1.39025640818471	6.80920916332914e-11	Peptidase_M20/M20_dimer/	carnosine_dipeptidase_2
Spis_XP_022778713_1	0.370308126563196	1.56002009709959	3.48676571650181e-08	PALP/	serine_racemase
Spis_XP_022778798_1	0.285304068422169	2.53846125700245	2.46906179390543e-18	-	heat_shock_protein_family_A_Hsp70_member_4_like
Spis_XP_022778868_1	0.293648908632876	1.9061144536661	6.64856448925964e-11	DOMON/	uncharacterized protein LOC111320472
Spis_XP_022778950_1	0.307458574773205	2.27563360917771	2.77023575829809e-15	Amino_oxidase/Amino_oxidase/	lysine_demethylase_1B
Spis_XP_022779105_1	1.13725130614598	1.74926463205111	1.25085319842147e-21	SDF/SDF/	solute_carrier_family_1_member_2
Spis_XP_022779130_1	19.3844378834336	3.37903433452787	0	Na_K-ATPase/	ATPase_Na_K_transporting_subunit_beta_1
Spis_XP_022779226_1	0.366781909369976	2.28178247554524	2.28662330673763e-16	-	flocculation protein FLO11-like
Spis_XP_022779238_1	0.644036340213988	1.15118973157146	1.88599578632013e-06	Activin_recp/Pkinase/	bone_morphogenetic_protein_receptor_type_2
Spis_XP_022779253_1	0.169302062123541	1.60996209071165	5.36696701756921e-07	Collagen/Collagen/Collagen/COLFI/	collagen_type_I_alpha_2_chain
Spis_XP_022779255_1	1.46339802132338	1.48269303376704	1.58956544612819e-19	Collagen/Collagen/COLFI/	collagen_type_I_alpha_1_chain
Spis_XP_022779302_1	0.402099878949206	1.90275392254762	2.62542810839692e-12	Cation_efflux/	solute_carrier_family_30_member_3
Spis_XP_022779335_1	1.50088995102518	1.60755215654496	3.17434983222891e-23	Collagen/Collagen/Collagen/Collagen/COLFI/	collagen_type_I_alpha_2_chain
Spis_XP_022779381_1	1.45505318111267	1.60031730912052	1.84888457879563e-22	HSP70/HSP70/	heat_shock_protein_family_A_Hsp70_member_9
Spis_XP_022779420_1	0.356821561878934	1.50352681862988	1.45328449351899e-07	Sushi/CUB/	uncharacterized protein LOC111320940
Spis_XP_022779456_1	0.719578652459832	1.43637718207382	1.54293943833763e-10	LicD/	fukutin_related_protein
Spis_XP_022779516_1	0.54378260879209	1.73493695072461	2.51325145238984e-12	-	uncharacterized protein LOC111321022
Spis_XP_022779800_1	0.276548376685499	1.6128021669631	7.71590634646058e-08	7tm_1/	adenosine_A3_receptor
Spis_XP_022779821_1	4.09924966947854	1.20957997468266	5.27205665861283e-33	Ribosomal_L4/Ribos_L4_asso_C/	ribosomal_protein_L4
Spis_XP_022779834_1	0.272934409422383	1.39666995353886	6.43350239431131e-06	MitoNEET_N/zf-CDGSH/	CDGSH_iron_sulfur_domain_2
Spis_XP_022779854_1	0.882211232899379	1.32388036671985	1.77693540933763e-10	Ost5/	transmembrane_protein_258
Spis_XP_022780053_1	0.256803181843207	1.95802658276791	9.00291898407636e-11	CH/DUF3585/	MICAL_like_2
Spis_XP_022780168_1	3.04476861010464	1.09162857674884	2.79842361243864e-20	Rap_GAP/	RAP1_GTPase_activating_protein
Spis_XP_022780169_1	0.72190021389868	1.08022377676851	3.10494745252575e-06	Proteasome/Pr_beta_C/	proteasome_20S_subunit_beta_7
Spis_XP_022780220_1	0.443999580142534	1.54488035841491	7.62376979922855e-09	BRE1/	coiled_coil_domain_containing_40
Spis_XP_022780238_1	0.225334530913264	1.78845060119336	6.5705465553748e-09	ELFV_dehydrog_N/ELFV_dehydrog/	glutamate_dehydrogenase_2
Spis_XP_022780276_1	0.299907538790906	1.53390692195633	2.15733008575232e-07	-	mucin-5AC-like isoform X1
Spis_XP_022780354_1	0.570843488230509	2.52392382419564	1.3251370014884e-24	DUF885/	uncharacterized protein LOC111321673 isoform X1
Spis_XP_022780418_1	2.76983574069948	1.14001072575257	2.27463808996125e-20	Ribosomal_S17e/	ribosomal_protein_S17
Spis_XP_022780464_1	0.817598572512778	1.74140745638623	1.17311998302238e-16	DUF885/DUF885/	LOW QUALITY PROTEIN: uncharacterized protein LOC111321763
Spis_XP_022780538_1	0.200447611597417	1.47177222450927	5.17614923942487e-06	-	uncharacterized protein LOC111321827
Spis_XP_022780539_1	0.325676012405058	1.59354828271083	4.24677315916735e-08	SpoIIE/	protein_phosphatase_targeting_COQ7
Spis_XP_022780582_1	0.621323381020714	1.43452324333201	1.24875409207768e-09	PP-binding/	NADH_ubiquinone_oxidoreductase_subunit_AB1
Spis_XP_022780605_1	3.30130448813882	2.02207074902006	2.60251378785022e-71	Gelsolin/Gelsolin/Gelsolin/	advillin
Spis_XP_022780690_1	3.34722495452188	4.68519205453841	1.14040127987454e-217	-	skeletal aspartic acid-rich protein 2-like
Spis_XP_022780752_1	1.08136643867253	1.1748878969242	1.11988543487986e-09	Annexin/Annexin/Annexin/Annexin/	annexin_A7
Spis_XP_022780769_1	1.15593944655017	1.13873897922764	1.10551925226884e-09	Mt_ATP-synt_B/	ATP_synthase_peripheral_stalk_membrane_subunit_b
Spis_XP_022780827_1	0.421521972335431	1.46253324560309	7.43968924028211e-08	cNMP_binding/cNMP_binding/Pkinase/	protein_kinase_cGMP_dependent_1
Spis_XP_022780880_1	0.641627028705244	1.08515075319772	9.79443149635146e-06	Cupin_8/JHD/zf-CXXC/PHD_4/F-box/LRR_6/	lysine_demethylase_2B
Spis_XP_022780908_1	1.06162124383024	1.25566169066887	7.65251450979072e-11	Na_Ca_ex/Na_Ca_ex/	sodium/calcium exchanger NCL2-like isoform X3
Spis_XP_022780912_1	0.939683708829645	1.17026169018255	1.25796719658335e-08	Abhydrolase_1/	LOW QUALITY PROTEIN: serine O-succinyltransferase-like
Spis_XP_022780922_1	0.274462166632822	1.7416320779128	7.85823303856573e-09	UDPGT/	UDP_glucuronosyltransferase_family_2_member_B7
Spis_XP_022780951_1	0.632488384266128	1.93299419491995	1.07992032859809e-16	Transferrin/	melanotransferrin
Spis_XP_022780983_1	0.31636186782615	1.31942217891413	9.39302607624874e-06	ADH_N/ADH_zinc_N/	vesicle_amine_transport_1
Spis_XP_022781030_1	0.14802911007081	1.54931497606273	2.61498886134012e-06	FAD_binding_4/FAD-oxidase_C/	lactate_dehydrogenase_D
Spis_XP_022781043_1	0.529414489809524	1.82087061275962	2.02507786884474e-13	Ig_3/	DS_cell_adhesion_molecule
Spis_XP_022781082_1	0.970769407057143	2.13930498386461	4.58670672318841e-27	DOMON/Cu2_monooxygen/Cu2_monoox_C/	monooxygenase_DBH_like_1
Spis_XP_022781128_1	0.175002239439333	1.74580451196905	3.07933837461355e-08	F-box-like/LRR_6/LRR_6/LRR_6/LRR_6/LRR_6/LRR_6/LRR_6/LRR_6/	F_box_and_leucine_rich_repeat_protein_14
Spis_XP_022781290_1	0.583272998476674	1.39520151501562	8.97906560163992e-09	-	chloride_intracellular_channel_6
Spis_XP_022781343_1	2.15661779490396	3.08718702470984	5.73239716854077e-93	Alk_phosphatase/	alkaline_phosphatase_intestinal
Spis_XP_022781382_1	0.20614778891321	1.59024576454795	5.22588673883009e-07	-	uncharacterized protein LOC111322539
Spis_XP_022781483_1	0.821946492757924	2.66336450774795	3.15617167477452e-34	PA/Peptidase_M28/TFR_dimer/	folate_hydrolase_1
Spis_XP_022781571_1	0.709382953582619	1.38218058513709	1.00998825865948e-09	BTB/BACK/Kelch_1/Kelch_1/Kelch_1/Kelch_1/Kelch_1/	kelch_like_family_member_3
Spis_XP_022781582_1	0.445762688739144	1.28756546995463	2.27608591362434e-06	CoA_binding/Ligase_CoA/	succinate_CoA_ligase_GDP_ADP_forming_subunit_alpha
Spis_XP_022781671_1	0.759420042424	3.65607120702486	3.35400519718251e-51	Endonuclease_NS/	uncharacterized protein LOC111322770
Spis_XP_022781757_1	0.307693926159376	1.51003830964247	3.24128890250466e-07	Pkinase/Pkinase_C/	serine_threonine_kinase_38_like
Spis_XP_022781772_1	3.93902640054774	1.23927926786089	2.21409928172021e-33	Ribosomal_S5/Ribosomal_S5_C/	ribosomal_protein_S2
Spis_XP_022781782_1	1.40334073374457	1.10185046644432	1.46194090720576e-10	-	uncharacterized protein LOC111322847
Spis_XP_022781785_1	4.07215683761726	1.66969998192534	1.63837925717025e-61	Ribosomal_S9/	ribosomal_protein_S16
Spis_XP_022781815_1	0.813250652267633	1.05438676585371	2.30416024453539e-06	-	centrosomal_protein_85
Spis_XP_022781839_1	5.96282469904021	6.4250598780059	0	-	acidic skeletal organic matrix protein-like
Spis_XP_022781905_1	0.566495567985363	1.38080156818914	2.39519480720132e-08	Oxidored_q6/	NADH_ubiquinone_oxidoreductase_core_subunit_S7
Spis_XP_022781915_1	9.86581896865152	6.95618158703117	0	-	acidic skeletal organic matrix protein-like
Spis_XP_022781930_1	6.82179241872759	6.92282385652206	0	-	mating-type protein A-alpha Z4-like
Spis_XP_022781941_1	0.585770060055313	2.06507535845292	9.70610421165015e-18	Myc_N/HLH/	MYC_proto_oncogene_bHLH_transcription_factor
Spis_XP_022781976_1	1.34530980497207	1.31050002826555	2.34202671632604e-14	ABC2_membrane_3/ABC_tran/ABC2_membrane_3/ABC_tran/	ATP_binding_cassette_subfamily_A_member_5
Spis_XP_022782036_1	69.2887184098276	1.36993494294426	0	Cornifin/Cornifin/	cornifin-B-like isoform X2
Spis_XP_022782057_1	0.627582011178745	1.25779893237336	1.84946838754399e-07	PQQ_2/EMC1_C/	ER_membrane_protein_complex_subunit_1
Spis_XP_022782074_1	0.226539186667635	1.88044571860189	7.78395694753003e-10	Histone/Histone_H2A_C/	H2A_clustered_histone_21
Spis_XP_022782076_1	0.619237170968038	1.4963763272574	2.95192143877994e-10	CENP-T_C/Histone/	H4_clustered_histone_1
Spis_XP_022782079_1	0.469297350984343	2.84046958189951	9.33468447004574e-27	Galactosyl_T/	beta_1_3_galactosyltransferase_1
Spis_XP_022782101_1	0.10668786171972	1.52531005214262	1.38965572721293e-06	NTP_transf_7/	terminal_nucleotidyltransferase_5C
Spis_XP_022782141_1	0.548190380283614	1.18410162588785	4.0813707196558e-06	ATP-synt_DE_N/	ATP_synthase_F1_subunit_delta
Spis_XP_022782207_1	0.276871478141566	1.90053192683481	1.54293943833763e-10	Methyltransf_11/	uncharacterized protein LOC111323172
Spis_XP_022782218_1	0.0944059527898308	1.5301302151015	5.50167786823358e-07	-	uncharacterized protein LOC111323180
Spis_XP_022782245_1	0.62493734828383	1.54604690496165	5.74740093452801e-11	Acyl-CoA_dh_M/Acyl-CoA_dh_1/ACOX/	acyl_CoA_oxidase_3_pristanoyl
Spis_XP_022782305_1	2.8622670787307	4.20839554540758	1.68798712102984e-171	Ntox44/	uncharacterized protein LOC111323255
Spis_XP_022782354_1	0.78098819710928	1.43732632044077	3.03103148778766e-11	UBA_4/	UBA_like_domain_containing_1
Spis_XP_022782357_1	0.228302295264245	1.41607009589864	8.5310459657445e-06	-	cytokine_receptor_like_factor_3
Spis_XP_022782370_1	0.0899104312284103	1.48450352876772	1.18593404437081e-06	PA14/CHGN/	beta_1_4_N_acetyl_galactosaminyltransferase_3
Spis_XP_022782385_1	0.216020386334356	1.41475796177593	9.3377624136957e-06	-	LOW QUALITY PROTEIN: unconventional myosin-XVIIIa-like
Spis_XP_022782398_1	1.52001684177885	2.40479884425713	2.15886578103224e-47	-	skeletal aspartic acid-rich protein 1-like
Spis_XP_022782418_1	0.213375723439441	2.18220321388786	4.98136827615522e-13	PA14/CHGN/	beta_1_4_N_acetyl_galactosaminyltransferase_4
Spis_XP_022782424_1	1.59350489639488	1.01696781574396	5.43265056687908e-10	DnaJ/Sec63/Sec63/	SEC63_homolog_protein_translocation_regulator
Spis_XP_022782566_1	1.42126296874388	1.78099449245492	7.8432996677196e-27	Citrate_synt/	citrate_synthase
Spis_XP_022782567_1	0.455399934774119	1.67759131798144	1.84911002907479e-10	Cpn10/	heat_shock_protein_family_E_Hsp10_member_1
Spis_XP_022782590_1	0.144738244263761	1.62650939256685	4.38801553881729e-07	SET/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/	PR_SET_domain_14
Spis_XP_022782628_1	0.823944952740705	2.03098311942777	7.4198379009451e-22	Cpn60_TCP1/	heat_shock_protein_family_D_Hsp60_member_1
Spis_XP_022782634_1	0.539199337160773	1.15499120904178	8.2758678060088e-06	ATP-synt_C/	ATP_synthase_membrane_subunit_c_locus_2
Spis_XP_022782636_1	1.91230397455329	1.84435532702096	5.93537548379934e-37	ATP-synt_C/	ATP_synthase_membrane_subunit_c_locus_2
Spis_XP_022782705_1	0.184874836860479	1.53628583505927	2.78848655067718e-06	Glyco_hydro_1/	lactase
Spis_XP_022782736_1	0.308017027615443	1.76452598370754	1.6347518511903e-09	-	uncharacterized protein LOC111323611
Spis_XP_022782797_1	1.78078904476411	1.17773207457276	1.00592609928955e-14	CH/DUF3585/	EH_domain_binding_protein_1_like_1
Spis_XP_022782799_1	0.1312516795795	1.51722326625542	3.14977467093417e-06	DAO/	FAD_dependent_oxidoreductase_domain_containing_1
Spis_XP_022782843_1	0.964127824196667	4.15436570022779	1.97748843651534e-70	7tm_1/	adenosine_A2a_receptor
Spis_XP_022782974_1	0.353853797527953	1.7745048401418	3.8493191436201e-10	PPP1R32/	protein_phosphatase_1_regulatory_subunit_32
Spis_XP_022783032_1	0.402335230335377	1.34140641897275	1.42516518778451e-06	Thiolase_N/Thiolase_C/SCP2/	sterol_carrier_protein_2
Spis_XP_022783073_1	2.77409185727539	2.82214810211742	5.1343483306938e-103	-	putative uncharacterized protein DDB_G0290521 isoform X1
Spis_XP_022783094_1	0.579335929757491	1.14779802752611	5.70825252637126e-06	ADIP/	SSX_family_member_2_interacting_protein
Spis_XP_022783143_1	0.55679847070401	2.92696134237427	9.70960431814288e-31	adh_short/	retinol_dehydrogenase_8
Spis_XP_022783181_1	0.361317083440355	1.52260476724828	9.01542263808713e-08	Avidin/Avidin/	uncharacterized protein LOC111323984
Spis_XP_022783410_1	1.14421599046252	1.01433859789375	1.25362786603754e-07	DDOST_48kD/	dolichyl_diphosphooligosaccharide_protein_glycosyltransferase_non_catalytic_subunit
Spis_XP_022783430_1	1.45043795705849	3.6307464175577	2.31485915309032e-81	F5_F8_type_C/TSP_1/TSP_1/TSP_1/TSP_1/TSP_1/TSP_1/TSP_1/TSP_1/TSP_1/TSP_1/TSP_1/VWA/VWA/VWA/TSP_1/F5_F8_type_C/	hemicentin_1
Spis_XP_022783583_1	0.991483906267635	2.35617549671253	3.05159679931231e-32	-	uncharacterized protein LOC111324316
Spis_XP_022783718_1	0.684025331494431	1.97946117061848	2.44616720545462e-18	Forkhead/	forkhead_box_F1
Spis_XP_022783861_1	0.630637525599622	1.59577444487097	1.04112437588696e-11	CHCH/	coiled_coil_helix_coiled_coil_helix_domain_containing_2
Spis_XP_022783880_1	0.456839941914661	1.24555879890947	3.66682512325013e-06	TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/TPR_8/TPR_7/TPR_12/TPR_12/TPR_12/TPR_12/CHAT/	tetratricopeptide_repeat_domain_28
Spis_XP_022783933_1	0.833965151478125	1.24541452666367	5.9149546388e-09	PAPA-1/zf-HIT/	INO80B_WBP1_readthrough_NMD_candidate_
Spis_XP_022783952_1	1.86916766518273	4.39260841394491	2.23600740359809e-123	PG_binding_1/Peptidase_M10/	matrix_metallopeptidase_13
Spis_XP_022783968_1	0.124669947965402	1.68523085303425	7.31076784550483e-08	-	uncharacterized protein LOC111324625
Spis_XP_022784015_1	0.427222149651224	1.53064219847013	1.29478508244553e-08	-	golgin subfamily A member 6-like protein 22, partial
Spis_XP_022784032_1	1.76192540422012	1.19267075988631	6.51885286766884e-15	UPAR_LY6_2/	ly6/PLAUR domain-containing protein 6-like
Spis_XP_022784036_1	0.301993748843583	1.42226650015567	2.0652635940888e-06	-	eukaryotic translation initiation factor 5B-like
Spis_XP_022784061_1	0.266352677808286	1.49226798256483	1.04211500770726e-06	Ank_2/zf-MYND/	ankyrin_repeat_and_MYND_domain_containing_2
Spis_XP_022784074_1	0.216020386334356	1.41475796177593	9.3377624136957e-06	L_HMGIC_fpl/	LHFPL_tetraspan_subfamily_member_2
Spis_XP_022784081_1	0.539845540072907	1.44635473885097	8.06645837184125e-09	Aminotran_5/	phosphoserine_aminotransferase_1
Spis_XP_022784139_1	0.931338868618938	1.32977991366935	6.09980040556243e-11	Anoct_dimer/Anoctamin/	anoctamin_4
Spis_XP_022784195_1	1.34495475109314	3.61210190518713	4.52549219514214e-76	Iso_dh/	isocitrate_dehydrogenase_NADP_2
Spis_XP_022784293_1	0.17708844949201	1.57185538412765	1.23007849046391e-06	Cornichon/	cornichon_family_AMPA_receptor_auxiliary_protein_4
Spis_XP_022784296_1	0.436859395686199	1.96889928374461	8.7570628047892e-14	PAP2/	sphingosine_1_phosphate_phosphatase_2
Spis_XP_022784309_1	0.22292521940452	1.61161758795548	3.43514778068091e-07	FA_desaturase/	delta_4_desaturase_sphingolipid_1
Spis_XP_022784321_1	0.917940054004572	1.66408825765656	1.57520045161843e-16	CH/WW/IQ/IQ/IQ/RasGAP/RasGAP_C/	IQ_motif_containing_GTPase_activating_protein_1
Spis_XP_022784323_1	0.57983453135335	2.5464448949066	3.54799326027697e-25	3Beta_HSD/	tetraketide alpha-pyrone reductase 2-like
Spis_XP_022784327_1	0.783955961460262	1.31015405908865	2.2905813255888e-09	Lipid_DES/FA_desaturase/	delta_4_desaturase_sphingolipid_1
Spis_XP_022784393_1	0.294207361475114	1.44407221161887	1.43050010942448e-06	WES_acyltransf/WS_DGAT_C/	uncharacterized protein LOC111324979
Spis_XP_022784394_1	7.84129482437571	1.29936693517603	5.22892076862174e-71	Adap_comp_sub/	adaptor_related_protein_complex_5_subunit_mu_1
Spis_XP_022784399_1	0.997156184759911	1.0379036243596	3.15538852881154e-07	MFS_1/Laminin_G_3/	solute_carrier_family_49_member_4
Spis_XP_022784518_1	0.979584950040192	1.39902480262341	1.5511174381358e-12	Peptidase_M16/Peptidase_M16_C/	peptidase_mitochondrial_processing_subunit_beta
Spis_XP_022784662_1	4.11820106009243	1.28371655813224	2.38278729388039e-37	Aminotran_3/Aminotran_3/	ornithine_aminotransferase
Spis_XP_022784688_1	0.380268474054238	2.33118215940559	3.26753862046272e-17	Homeodomain/	homeobox_A5
Spis_XP_022784785_1	0.715964685196716	1.34047741829741	3.60895685941677e-09	Band_7/	prohibitin_2
Spis_XP_022784845_1	0.325763762474954	2.7059241001984	2.33554398530423e-21	TGF_beta/	growth_differentiation_factor_6
Spis_XP_022784867_1	0.931454517512351	4.02036787911142	4.64532019309094e-66	-	uncharacterized protein LOC111325324
Spis_XP_022784869_1	2.72819928971584	1.56407566021352	1.61219239659757e-37	ATP-synt_ab_N/ATP-synt_ab/ATP-synt_ab_C/	ATP_synthase_F1_subunit_alpha
Spis_XP_022784982_1	7.92778252650628	3.8795608830845	0	DOMON/	DBH-like monooxygenase protein 2 homolog
Spis_XP_022785018_1	0.561940195177564	3.61339066543969	3.3927173131467e-43	-	uncharacterized protein LOC111325472
Spis_XP_022785027_1	0.198684503000807	1.99590699722859	7.88780627691893e-11	Trefoil/Trefoil/Trefoil/Trefoil/	trefoil_factor_1
Spis_XP_022785036_1	0.352326040317514	1.48419320184586	2.33954738886236e-07	PKD/	transmembrane_protein_130
Spis_XP_022785063_1	4.06715866086064	2.55452158071461	6.23670370588263e-127	Calx-beta/Zona_pellucida/	CUB_and_zona_pellucida_like_domains_1
Spis_XP_022785091_1	0.180379315299058	1.50534025603922	4.79727245496603e-06	GSHPx/	glutathione_peroxidase_4
Spis_XP_022785113_1	0.384999347001829	1.67248136417083	1.11679996395272e-09	ATP-grasp_2/Ligase_CoA/	succinate_CoA_ligase_ADP_forming_subunit_beta
Spis_XP_022785124_1	0.411326273458218	1.37697666926516	6.06008686157902e-07	Peptidase_C26/	gamma_glutamyl_hydrolase
Spis_XP_022785191_1	0.249339895930805	2.37130117013632	1.13615550612093e-15	UDPGT/	UDP_glucuronosyltransferase_family_1_member_A1
Spis_XP_022785200_1	0.552861401984827	2.47779873496231	1.88123534220899e-23	zf-C2H2/zf-C2H2/zf-C2H2/	Sp3_transcription_factor
Spis_XP_022785212_1	0.885737450092599	1.05787621524751	8.55751538291992e-07	-	uncharacterized protein LOC111325640 isoform X1
Spis_XP_022785242_1	1.78675247228959	1.78146901802301	1.26471683732927e-32	Ig_3/	uncharacterized protein LOC111325662 isoform X2
Spis_XP_022785275_1	2.37798735827452	2.10283419221057	2.52822084037053e-56	-	uncharacterized protein LOC111325678 isoform X2
Spis_XP_022785362_1	12.7633761181379	4.99067431948505	0	-	uncharacterized protein LOC111325756 isoform X2
Spis_XP_022785498_1	0.784191312846433	1.03314860396611	6.22746571919218e-06	-	uncharacterized protein LOC111325847
Spis_XP_022785504_1	0.740791753266184	3.06958705498595	2.05429684416459e-39	PAX/Homeodomain/	paired_box_3
Spis_XP_022785544_1	0.305284614650632	1.37944524507103	4.68660796243699e-06	CH/CH/Spectrin/	spectrin_beta_non_erythrocytic_1
Spis_XP_022785585_1	0.356498460422867	1.29349958724721	8.01059824105535e-06	GCIP/	transmembrane_protein_98
Spis_XP_022785608_1	0.47064960805499	1.46145409102418	2.94273706453552e-08	Fer2_4/NADH-G_4Fe-4S_3/Molybdopterin/NADH_dhqG_C/	NADH_ubiquinone_oxidoreductase_core_subunit_S1
Spis_XP_022785627_1	4.01550606473892	1.97791844605342	2.06270822735131e-82	ATP-synt_ab_N/ATP-synt_ab/	ATP_synthase_F1_subunit_beta
Spis_XP_022785645_1	0.37544985103675	2.04419023463982	1.36290280365941e-13	GSHPx/	glutathione_peroxidase_5
Spis_XP_022785724_1	0.690754664424803	1.10678270981415	2.4551626340835e-06	Cation_ATPase_N/E1-E2_ATPase/Cation_ATPase/Cation_ATPase_C/	ATPase_plasma_membrane_Ca2_transporting_3
Spis_XP_022785735_1	2.06059633483379	2.61385178530938	2.53814833102205e-70	SNF/	solute_carrier_family_6_member_8
Spis_XP_022785765_1	0.365489503545708	1.33296189516599	3.38319161044e-06	Ribonucleas_3_3/PDZ/	lin_7_homolog_C_crumbs_cell_polarity_complex_component
Spis_XP_022785825_1	0.193307427141082	2.28278036029304	1.72608952655243e-14	-	uncharacterized protein LOC111326153
Spis_XP_022785835_1	2.02128549888834	1.11924634113626	8.40858934697556e-15	Ribosomal_S21e/	ribosomal_protein_S21
Spis_XP_022785843_1	0.872250885408337	1.0283565605441	2.12430897750424e-06	EB1/	microtubule_associated_protein_RP_EB_family_member_3
Spis_XP_022785968_1	0.464949430739198	1.39923325855278	1.48275072677138e-07	START/	StAR_related_lipid_transfer_domain_containing_7
Spis_XP_022785970_1	0.453313724721442	1.76647330798375	1.50033504118695e-11	Ank_2/	protein_phosphatase_1_regulatory_subunit_27
Spis_XP_022786012_1	0.201652267351789	1.5617455703915	9.33041856712428e-07	Aminotran_1_2/	glutamic_oxaloacetic_transaminase_1
