Mean	log2FC	qv	pfam	bbh
Spis_XP_022778451_1	0.0786864829480132	-1.14530900407628	9.13380383850597e-07	fn3/fn3/	sidekick_cell_adhesion_molecule_2
Spis_XP_022778606_1	0.208049924995003	-1.28972485901872	7.16103497979033e-09	Calreticulin/	calreticulin
Spis_XP_022779057_1	0.341986370081839	-1.1500459292002	5.33020139598178e-09	Granulin/	granulin_precursor
Spis_XP_022779144_1	0.0888218747678085	-1.0580380230811	9.96497524414171e-06	TNFR_c6/	tumor necrosis factor receptor superfamily member 10C-like
Spis_XP_022779150_1	1.59960678584927	-1.81242985485157	7.9125156847517e-62	HSP70/	hypoxia_up_regulated_1
Spis_XP_022779176_1	4.04686803186588	-2.18306801501018	5.98591942520877e-195	Collagen/Collagen/Collagen/Collagen/Collagen/Collagen/Collagen/Collagen/Collagen/Collagen/C4/C4/	collagen_type_IV_alpha_1_chain
Spis_XP_022779213_1	1.25034796813858	-2.09885281714889	2.40002360470009e-63	Collagen/Collagen/Collagen/Collagen/Collagen/VWA/Collagen/Collagen/C4/C4/	collagen_type_IV_alpha_5_chain
Spis_XP_022779253_1	0.416856089439812	-1.42699633999897	9.37420268058988e-15	Collagen/Collagen/Collagen/COLFI/	collagen_type_I_alpha_2_chain
Spis_XP_022779255_1	2.15878760101214	-1.29928310431834	6.90955250433966e-45	Collagen/Collagen/COLFI/	collagen_type_I_alpha_1_chain
Spis_XP_022779256_1	0.922312267472917	-1.28260101032623	3.41705133631065e-21	Collagen/Collagen/Collagen/COLFI/	collagen_type_I_alpha_2_chain
Spis_XP_022779283_1	0.234325183769912	-1.21437160186349	1.96763344050803e-08	VWA/Collagen/Collagen/Collagen/Collagen/Collagen/Collagen/COLFI/	collagen_type_I_alpha_2_chain
Spis_XP_022779287_1	0.675595819643236	-2.6103850968756	7.11790270146262e-54	-	uncharacterized protein LOC111320844
Spis_XP_022779295_1	0.233441011059175	-1.57501188281248	2.5015642037969e-13	-	uncharacterized protein LOC111320850 isoform X2
Spis_XP_022779335_1	3.30838723691008	-1.79505814262534	5.50504613306916e-118	Collagen/Collagen/Collagen/Collagen/COLFI/	collagen_type_I_alpha_2_chain
Spis_XP_022779345_1	0.464997103551725	-2.2051882488004	1.09624424702652e-32	WAP/VWA/	collagen_type_XIV_alpha_1_chain
Spis_XP_022779347_1	0.411829639928815	-2.13240914554589	6.59510416637018e-29	WAP/VWA/	uncharacterized protein LOC111320879
Spis_XP_022779433_1	0.638566736981778	-1.14275295456629	5.03128222936298e-13	ShK/ShK/TSP_1/TSP_1/TSP_1/Trypsin/	transmembrane_serine_protease_15
Spis_XP_022779543_1	2.06739718690359	-2.21040505195321	1.85711536990867e-106	Trypsin/	serine_protease_23
Spis_XP_022779584_1	0.192026631185038	-1.75076753243668	4.79031851275461e-15	CABIT/	uncharacterized protein LOC111321066
Spis_XP_022779622_1	0.336668487707969	-1.16804882288853	4.05597570294703e-09	FH2/	formin_2
Spis_XP_022779720_1	17.803761191345	-3.30343414715412	0	Vitellogenin_N/DUF1943/DUF1944/VWD/	apolipoprotein_B
Spis_XP_022779725_1	0.293927848767727	-1.70958673870738	6.55625308258214e-17	I-set/Fz/	receptor_tyrosine_kinase_like_orphan_receptor_2
Spis_XP_022779800_1	0.206548806211173	-1.27978492086168	9.84166749256075e-09	7tm_1/	adenosine_A3_receptor
Spis_XP_022779835_1	0.14906420607028	-1.05364706682078	9.57025798645524e-06	EGF_CA/EGF_3/	nidogen_2
Spis_XP_022779875_1	0.395142473588966	-1.63805709163582	3.03213556674867e-18	dCMP_cyt_deam_1/dCMP_cyt_deam_1/	cytidine_and_dCMP_deaminase_domain_containing_1
Spis_XP_022779970_1	0.110652063763803	-1.19366123396017	6.13551089188599e-07	EF-hand_7/	reticulocalbin_1
Spis_XP_022780010_1	0.98296260478341	-1.67413066854641	8.0714220620691e-36	EF-hand_5/EF-hand_7/	calumenin
Spis_XP_022780116_1	0.729704256555796	-1.26073565118186	3.82373073882363e-17	Collagen/Collagen/Collagen/Collagen/COLFI/	collagen_type_XI_alpha_2_chain
Spis_XP_022780139_1	0.961108209562189	-1.13746898410054	1.76446061146905e-17	Ets/	ETS_proto_oncogene_1_transcription_factor
Spis_XP_022780142_1	0.490538843108393	-1.60969564576812	3.46750471751038e-20	Peptidase_M13_N/Peptidase_M13_N/Peptidase_M13/	membrane_metalloendopeptidase_like_1
Spis_XP_022780189_1	1.65847444563518	-1.23982513150281	1.59184498062411e-32	-	uncharacterized protein LOC111321542
Spis_XP_022780303_1	0.437126873079403	-1.34952445932375	1.0337275523914e-13	VWD/Laminin_G_2/VWD/VWD/VWD/VWD/Laminin_G_3/	stabilin_2
Spis_XP_022780366_1	0.433193536344214	-1.15221964319805	3.25318709223164e-10	TB/EGF_CA/EGF_CA/TB/EGF_CA/EGF_CA/cEGF/EGF_CA/EGF_CA/TB/EGF_CA/EGF_CA/EGF_CA/TB/EGF_CA/TB/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_CA/TB/EGF_CA/EGF_CA/TB/cEGF/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_CA/TB/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_CA/TB/EGF_CA/EGF_CA/EGF_CA/EGF_CA/cEGF/	fibrillin_2
Spis_XP_022780427_1	0.0891943144348203	-1.26352481827332	6.6048310487135e-08	ALO/	uncharacterized protein LOC111321727
Spis_XP_022780463_1	0.797790541097081	-1.88962122777542	2.51723998309557e-37	Laminin_N/Laminin_EGF/Laminin_EGF/Laminin_EGF/Laminin_EGF/Laminin_B/Laminin_EGF/Laminin_EGF/Laminin_EGF/Laminin_EGF/Laminin_EGF/	laminin_subunit_gamma_1
Spis_XP_022780561_1	1.30280463277482	-1.6439907220529	7.83039465437774e-44	I-set/Ig_3/I-set/I-set/I-set/I-set/Ig_3/I-set/I-set/I-set/I-set/I-set/Ig_3/I-set/I-set/Ig_3/I-set/I-set/I-set/I-set/I-set/I-set/I-set/I-set/I-set/I-set/I-set/I-set/I-set/I-set/I-set/I-set/I-set/I-set/I-set/I-set/I-set/I-set/Ig_2/Ig_3/Ig_2/I-set/Ig_3/I-set/I-set/I-set/Ig_3/Ig_3/Ig_3/I-set/I-set/I-set/I-set/I-set/I-set/I-set/I-set/I-set/I-set/I-set/I-set/I-set/I-set/I-set/I-set/TSP1_ADAMTS/	hemicentin_1
Spis_XP_022780762_1	0.178772428652435	-1.3599040676309	1.6510512639823e-09	-	uncharacterized protein LOC111321998 isoform X2
Spis_XP_022780837_1	0.325404416771356	-1.29425115452347	8.01599577116616e-11	7tm_1/	histamine_receptor_H2
Spis_XP_022780951_1	2.68702778744034	-1.20270477110441	1.75690404954629e-47	Transferrin/	melanotransferrin
Spis_XP_022780973_1	0.18021526086369	-1.16055530254356	3.79398180838421e-07	-	uncharacterized protein LOC111322174
Spis_XP_022780987_1	0.352424554880289	-1.41780480020414	3.183410295082e-13	Astacin/	bone_morphogenetic_protein_1
Spis_XP_022780988_1	0.433693909272157	-1.15418135831675	2.43332831988604e-10	ShK/ShK/ShK/ShK/ShK/ShK/ShK/ShK/ShK/F5_F8_type_C/	coagulation_factor_VIII
Spis_XP_022781012_1	0.90916327796968	-1.45549252018307	1.99717501941312e-26	Astacin/ShK/ShK/F5_F8_type_C/ShK/F5_F8_type_C/	tolloid_like_1
Spis_XP_022781017_1	7.10042711323631	-1.08868075194178	6.47042432132938e-99	Inhibitor_I29/Peptidase_C1/	cathepsin_L
Spis_XP_022781038_1	0.397377111591037	-2.24575085175309	9.22463561378124e-31	Ank_2/Ank/	ankyrin_repeat_domain_12
Spis_XP_022781039_1	16.5823439721009	-3.61242740563548	0	-	collagen_triple_helix_repeat_containing_1
Spis_XP_022781071_1	0.672103083269754	-1.03897679234492	3.25940838793281e-11	Cofilin_ADF/	coactosin_like_F_actin_binding_protein_1
Spis_XP_022781072_1	4.20343188788066	-1.2662841801196	1.1097325276956e-79	GILT/	IFI30_lysosomal_thiol_reductase
Spis_XP_022781124_1	0.406673771163225	-1.0442357626267	2.81614690323964e-08	wnt/	Wnt_family_member_5B
Spis_XP_022781244_1	0.282058191873804	-1.11984027780135	8.5255977758011e-08	-	uncharacterized protein LOC111322421 isoform X2
Spis_XP_022781270_1	0.175711904512201	-1.12660135409386	9.62172549666901e-07	GATA/GATA/	GATA_binding_protein_3
Spis_XP_022781398_1	5.06187329412175	-3.67893185193984	0	-	uncharacterized protein LOC111322549
Spis_XP_022781477_1	0.888973501134229	-1.23421062361745	3.42660991375152e-19	Ig_3/Ig_3/Sushi/	DS_cell_adhesion_molecule_like_1
Spis_XP_022781520_1	0.340532177754801	-1.65234494851376	4.42710457627876e-17	Pkinase_Tyr/Pkinase_Tyr/	insulin_like_growth_factor_1_receptor
Spis_XP_022781527_1	0.265290018729816	-1.23087743261367	5.36350603242837e-09	Pkinase_Tyr/	fibroblast_growth_factor_receptor_2
Spis_XP_022781621_1	0.866887445616371	-1.2880281546731	2.55386952250823e-20	I-set/Ig_3/Ig_3/TIR_2/	fibroblast_growth_factor_receptor_like_1
Spis_XP_022781728_1	0.641324468143357	-1.04949397885031	4.02710347252193e-11	ER_lumen_recept/	KDEL_endoplasmic_reticulum_protein_retention_receptor_2
Spis_XP_022781920_1	1.68219252518513	-2.30108414869541	7.02199899464055e-94	-	uncharacterized protein LOC111322945
Spis_XP_022781993_1	0.521306098119009	-1.85600759729419	1.2774816140862e-26	G_glu_transpept/	uncharacterized protein LOC111323001
Spis_XP_022782129_1	0.258913103927486	-1.08901086794547	3.44815737362056e-07	EF-hand_7/EF-hand_7/	sorcin
Spis_XP_022782134_1	1.0368621016309	-1.16093915825061	2.8548993195948e-19	C2/PLA2_B/	phospholipase_A2_group_IVA
Spis_XP_022782159_1	0.480520024433747	-1.89195715520819	3.32452007442598e-26	PAP2/	phospholipid_phosphatase_3
Spis_XP_022782172_1	0.345233114055578	-1.34066795559652	7.66397581868648e-12	Gal_Lectin/Gal_Lectin/Gal_Lectin/Gal_Lectin/	eva_1_homolog_C
Spis_XP_022782210_1	0.377454561393231	-1.1864798643839	5.89271873015045e-10	HSP20/	heat_shock_protein_family_B_small_member_1
Spis_XP_022782222_1	0.709747626010643	-1.28286191907765	2.21836506189376e-17	HSP20/HSP20/HSP20/HSP20/	crystallin_alpha_B
Spis_XP_022782627_1	0.241958710949991	-1.14815657185489	1.39328151890967e-07	7tm_1/	adenosine_A2a_receptor
Spis_XP_022782656_1	0.292693956621543	-1.08121385964273	2.00562904452862e-07	PET/LIM/LIM/LIM/LIM/LIM/LIM/	four_and_a_half_LIM_domains_2
Spis_XP_022782678_1	1.8358638146426	-1.88139105459515	3.48048868272091e-74	-	galaxin-like
Spis_XP_022782702_1	0.205489773782713	-1.08495533026064	1.70267661927341e-06	Nitroreductase/	iodotyrosine_deiodinase
Spis_XP_022782713_1	0.665157634844786	-2.3812460920563	9.86715455972383e-47	Pkinase_Tyr/	ret_proto_oncogene
Spis_XP_022782761_1	0.17095268163885	-1.37640163618343	1.27236902133874e-09	-	uncharacterized protein LOC111323632
Spis_XP_022782766_1	0.35230798173514	-1.1558629810024	3.05651923509772e-09	MG1/MG4/A2M_BRD/A2M/TED_complement/A2M_recep/NTR/	complement_C3
Spis_XP_022783041_1	0.906870353395035	-1.15593724790789	3.14763782231191e-17	Fz/I-set/Fz/Kringle/Pkinase_Tyr/	receptor_tyrosine_kinase_like_orphan_receptor_1
Spis_XP_022783077_1	1.44820421474122	-2.06992154071239	3.35458996429889e-70	-	flocculation protein FLO11-like
Spis_XP_022783093_1	0.326324155823103	-1.97175281216452	1.34620418586768e-22	Pep_M12B_propep/Reprolysin/Disintegrin/ADAM_CR/TSP_1/	ADAM_metallopeptidase_domain_19
Spis_XP_022783108_1	0.612513264381384	-1.7574088685676	3.28066518535372e-27	fn3/fn3/fn3/EGF_3/GAIN/GPS/7tm_2/	adhesion_G_protein_coupled_receptor_L2
Spis_XP_022783141_1	0.291809783910805	-1.37300419250889	2.06794821902079e-11	7tm_1/	neuropeptide_FF_receptor_2
Spis_XP_022783202_1	2.3543736432717	-1.09621103320363	2.82450947590325e-35	Myosin_N/Myosin_head/Myosin_tail_1/	myosin_heavy_chain_6
Spis_XP_022783240_1	0.788505241640675	-2.48721446460816	3.06596523050524e-56	PFL-like/	uncharacterized protein LOC111324026
Spis_XP_022783257_1	1.04365838255703	-1.4331079842039	1.12951267111978e-28	Lectin_C/Lectin_C/VWA/	mannose_receptor_C_type_2
Spis_XP_022783421_1	2.71182464766298	-1.08592231676263	2.11327653697706e-39	fn3/Pkinase_Tyr/	TEK_receptor_tyrosine_kinase
Spis_XP_022783564_1	0.128106829669241	-1.10103165036562	4.88818128007212e-06	NIDO/AMOP/VWD/Sushi/	sushi_domain_containing_2
Spis_XP_022783648_1	0.234255537081555	-1.51571089139459	1.87335516508173e-12	SRCR/SRCR/SRCR/SRCR/Lysyl_oxidase/fn2/	lysyl_oxidase_like_2
Spis_XP_022783668_1	0.211622182178962	-1.00770945586324	9.82369166611015e-06	AAA_11/AAA_11/AAA_12/	zinc_finger_NFX1_type_containing_1
Spis_XP_022783683_1	0.303004208159061	-1.48050859013957	2.71891739513348e-13	SRCR/SRCR/SRCR/SRCR/Lysyl_oxidase/fn2/SRCR/SRCR/SRCR/SRCR/Lysyl_oxidase/fn2/	deleted_in_malignant_brain_tumors_1
Spis_XP_022783722_1	0.248021472657884	-1.35381614192856	2.20940125665419e-10	FGF/	fibroblast_growth_factor_9
Spis_XP_022783839_1	1.50025287336943	-1.39241943556401	5.93344623111903e-37	Pro_isomerase/	peptidylprolyl_isomerase_B
Spis_XP_022783943_1	0.202662395932777	-1.66586294224735	6.0841652855815e-14	7tm_1/	neuropeptide_FF_receptor_2
Spis_XP_022783948_1	0.914762719084302	-3.42178891899838	5.83219513962379e-95	Pentaxin/	neuronal_pentraxin_1
Spis_XP_022783966_1	0.526776119979037	-3.06512353172347	7.43679241974533e-57	Pentaxin/	neuronal_pentraxin_1
Spis_XP_022783981_1	0.130794914142462	-1.2083208729904	3.93757506034657e-07	-	uncharacterized protein LOC111324635 isoform X4
Spis_XP_022784003_1	0.160503136724617	-1.53313719280285	1.71187094455884e-11	Peptidase_M13_N/Peptidase_M13/	endothelin_converting_enzyme_1
Spis_XP_022784015_1	1.49540128357616	-1.72245352299048	1.80411491438503e-53	-	golgin subfamily A member 6-like protein 22, partial
Spis_XP_022784034_1	0.265045512323735	-1.0228494997319	1.79087818640134e-06	Trefoil/NtCtMGAM_N/Gal_mutarotas_2/Glyco_hydro_31/	maltase_glucoamylase
Spis_XP_022784036_1	1.35195626686474	-1.18166666643743	6.05497653662419e-25	-	eukaryotic translation initiation factor 5B-like
Spis_XP_022784039_1	1.30052455430962	-1.97677657290603	1.39523870279783e-59	wnt/	Wnt_family_member_8B
Spis_XP_022784074_1	0.305075346559191	-1.24147460684274	1.1376732376604e-09	L_HMGIC_fpl/	LHFPL_tetraspan_subfamily_member_2
Spis_XP_022784097_1	0.229763540845849	-1.01547846205153	5.63429786984881e-06	Pro_isomerase/	peptidylprolyl_isomerase_B
Spis_XP_022784111_1	0.10865057205203	-1.17382498148032	8.35113031870622e-07	-	uncharacterized protein LOC111324746
Spis_XP_022784314_1	2.3616051084184	-2.53335765081082	3.79932643598894e-146	PG_binding_1/Peptidase_M10/Hemopexin/Hemopexin/Hemopexin/	matrix_metallopeptidase_3
Spis_XP_022784339_1	0.280161913191398	-1.8854715484962	1.90516525590224e-19	Peptidase_M10/Hemopexin/Hemopexin/Hemopexin/	matrix_metallopeptidase_25
Spis_XP_022784342_1	0.142990084246605	-1.39635142357817	1.3455111574506e-09	PG_binding_1/Peptidase_M10/Hemopexin/Hemopexin/	matrix_metallopeptidase_13
Spis_XP_022784348_1	0.111466589786184	-1.11177888230966	4.66999770457455e-06	Peptidase_S9/	acylaminoacyl_peptide_hydrolase
Spis_XP_022784353_1	0.158874084679856	-1.68954291540733	1.29973625946805e-13	Peptidase_M10/	matrix_metallopeptidase_15
Spis_XP_022784412_1	0.420614566457277	-1.28640817881321	2.61050057149477e-12	PG_binding_1/Peptidase_M10/Hemopexin/Hemopexin/Hemopexin/	matrix_metallopeptidase_10
Spis_XP_022784503_1	1.05139712276648	-1.67021417912289	9.18203405683017e-38	-	uncharacterized protein LOC111325060 isoform X1
Spis_XP_022784515_1	2.25347317154489	-1.07702757396751	9.57910163466794e-33	Ets/	ETS_proto_oncogene_1_transcription_factor
Spis_XP_022784549_1	0.289505499220377	-1.01647691559791	1.2942862912781e-06	Helitron_like_N/PIF1/Herpes_Helicase/	PIF1_5_to_3_DNA_helicase
Spis_XP_022784550_1	0.253467288292685	-1.21695118430415	1.2523536899794e-08	-	uncharacterized protein LOC111325087 isoform X1
Spis_XP_022784562_1	0.236582542003548	-1.00466626242219	5.52833215979658e-06	zf-CCHC/zf-CCHC/zf-CCHC/zf-CCHC/zf-CCHC/zf-CCHC/zf-CCHC/zf-CCHC/zf-CCHC/	cellular nucleic acid-binding protein-like
Spis_XP_022784735_1	0.262579214025029	-2.14405767626624	1.2623068286359e-23	Collagen/I-set/Ig_3/F5_F8_type_C/	roundabout_guidance_receptor_1
Spis_XP_022784736_1	0.0920103321689736	-1.1922857382154	5.64204298784821e-07	Collagen/Collagen/I-set/Ig_3/Ig_3/F5_F8_type_C/	roundabout_guidance_receptor_2
Spis_XP_022784746_1	0.380270579127384	-1.15887057658506	1.33930802603975e-09	-	uncharacterized protein LOC111325242
Spis_XP_022784771_1	0.238258520505101	-1.5388442215457	6.60033717155477e-13	Collagen/Ig_3/Ig_3/Ig_3/F5_F8_type_C/	hemicentin_2
Spis_XP_022784806_1	0.847325974969795	-1.02671189169461	4.88034153311918e-13	-	uncharacterized protein LOC111325285 isoform X1
Spis_XP_022784847_1	0.105206248129003	-1.42687367176883	6.20485697698231e-10	TGF_beta/	nodal_growth_differentiation_factor
Spis_XP_022784948_1	1.69718247878552	-3.62806033431927	1.55435733204943e-167	-	uncharacterized protein LOC111325408
Spis_XP_022785125_1	0.774051227309235	-1.34308531185761	3.44621076743145e-20	Kazal_2/Thyroglobulin_1/SPARC_Ca_bdg/Thyroglobulin_1/SPARC_Ca_bdg/	SPARC_related_modular_calcium_binding_2
Spis_XP_022785129_1	5.1255940296946	-3.34028767995205	0	BRICHOS/	uncharacterized protein LOC111325565
Spis_XP_022785130_1	2.01286938386722	-2.67210655355063	4.99086859173918e-136	BRICHOS/	uncharacterized protein LOC111325566
Spis_XP_022785132_1	0.174583225395383	-1.25756158106186	4.29446553072092e-08	Kazal_1/Kazal_2/Kazal_2/	follistatin
Spis_XP_022785150_1	0.173710412800428	-1.11125034685577	1.82304500495994e-06	C2/C2/	synaptotagmin_10
Spis_XP_022785188_1	0.170452308710906	-1.37270644736904	1.85197240217925e-09	SH2/	suppressor_of_cytokine_signaling_3
Spis_XP_022785216_1	0.504154125192226	-2.22724627618392	4.8314726396755e-35	TGF_beta/	inhibin_subunit_beta_B
Spis_XP_022785343_1	0.227506182612213	-1.23036298859704	1.83198080128372e-08	-	uncharacterized protein LOC111325737
Spis_XP_022785432_1	1.1729976183788	-1.02780369411183	6.22878366504191e-17	UPA/	unc_5_netrin_receptor_C
Spis_XP_022785513_1	0.130038674692656	-1.55374382546631	1.3101824217944e-11	wnt/	Wnt_family_member_16
Spis_XP_022785622_1	1.7420367246017	-1.33425142447372	7.09102560719184e-39	SH3_19/Myosin_head/PH/PH/MyTH4/FERM_M/	myosin_X
Spis_XP_022785693_1	0.196972073891896	-1.55657201285189	2.2400006483667e-12	wnt/	Wnt_family_member_5A
Spis_XP_022785782_1	0.510297893704258	-1.82301057673919	1.33749311838572e-25	Laminin_N/Laminin_EGF/Laminin_EGF/Laminin_EGF/Laminin_EGF/Laminin_EGF/Laminin_EGF/Laminin_EGF/Laminin_EGF/Laminin_EGF/Laminin_EGF/Laminin_EGF/Laminin_EGF/Laminin_B/Laminin_EGF/Laminin_EGF/Laminin_EGF/Laminin_EGF/Laminin_EGF/Laminin_G_2/Laminin_G_1/	laminin_subunit_alpha_5
Spis_XP_022785891_1	1.08959883901422	-1.14159038644853	1.54192453487021e-19	zf-C3HC4_2/RAWUL/	BMI1_proto_oncogene_polycomb_ring_finger
Spis_XP_022785917_1	0.294567515072384	-1.18721460496991	8.78819532178142e-09	UBA_6/RNase_Zc3h12a/	zinc_finger_CCCH_type_containing_12C
Spis_XP_022785952_1	4.73787465722698	-3.17032509132349	0	TIMP/	TIMP_metallopeptidase_inhibitor_2
Spis_XP_022785963_1	0.237688500888801	-1.87025231779793	5.31673193058166e-18	MFS_1/	major_facilitator_superfamily_domain_containing_12
Spis_XP_022785965_1	0.154568308277656	-1.10013164331069	2.73705294286283e-06	MFS_2/MFS_1/	major_facilitator_superfamily_domain_containing_12
Spis_XP_022785966_1	0.520340918604132	-2.73569140690364	2.71401572369946e-48	MFS_1/	major_facilitator_superfamily_domain_containing_12
Spis_XP_022785994_1	0.276798596072509	-1.29428154356675	4.65298542926132e-10	TIG/TIG/GLEYA/TIG/TIG/TIG/TIG/TIG/TIG/TIG/TIG/TIG/TIG/TIG/G8/G8/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/	PKHD1_like_1
Spis_XP_022786231_1	0.295859693791143	-2.02315724839244	1.92587204388976e-22	Collagen/Collagen/	collagen alpha-1(I) chain-like
Spis_XP_022786354_1	0.202673756048559	-1.12707395530334	6.80848929070737e-07	Ras/	RAS_like_estrogen_regulated_growth_inhibitor
Spis_XP_022786631_1	1.17806112022446	-1.77265924855712	7.86027586650452e-46	Calreticulin/Calreticulin/	calreticulin
